date,tweetid,userid,username,text,coords
b'Mon Dec 18 11:36:22 +0000 2017',942720190252552000,263342191,b'Therese\xf0\x9f\x95\x8a',b'My #YoonCouple \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/7oIlWgU9rn',"{'type': 'Point', 'coordinates': [0.04960925, 51.50388309]}"
b'Mon Dec 18 11:36:24 +0000 2017',942720195466088000,2757143321,"b""jess' festivitea\xf0\x9f\x8e\x84\xe2\x98\x95""",b'Paddington Bear who? Barry Bear part 2. @ London Paddington Station https://t.co/OOvI5ASG3a',"{'type': 'Point', 'coordinates': [-0.19, 51.5]}"
b'Mon Dec 18 11:36:25 +0000 2017',942720200524394000,227003722,b'Hatome Studio',"b'onthehoofbistro cafe/bistro in Sydenham has lovely coffee and cakes, it\xe2\x80\x99s a pity they do not\xe2\x80\xa6 https://t.co/NHzh7fQ3o1'","{'type': 'Point', 'coordinates': [-0.15131219, 51.54302308]}"
b'Mon Dec 18 11:36:27 +0000 2017',942720210108284000,22782169,b'June Russell',b'@AspinalofLondon I have sent you my details!',"{'type': 'Point', 'coordinates': [-0.11934735, 51.50336478]}"
b'Mon Dec 18 11:36:31 +0000 2017',942720224641605000,61841131,b'Brett Allan',b'The irony of @JackPShepherd88 poking fun at Internet trolls this week warrants this reminder\xe2\x80\xa6 https://t.co/wzvaHRbCLK',"{'type': 'Point', 'coordinates': [-0.2041226, 51.5181883]}"
b'Mon Dec 18 11:36:33 +0000 2017',942720232950517000,15300222,b'RC of Psychiatrists',"b'#insta has ads promoting good #mental health - it\xe2\x80\x99s not all bad says one impassioned audience member, to cheers. No\xe2\x80\xa6 https://t.co/4ruTDQbIMi'","{'type': 'Point', 'coordinates': [-0.09595381, 51.3743556]}"
b'Mon Dec 18 11:36:37 +0000 2017',942720250604326000,245308111,b'mona alhusseini',b'https://t.co/rJ96S7lhga',"{'type': 'Point', 'coordinates': [0.03899127, 51.49527514]}"
b'Mon Dec 18 11:36:37 +0000 2017',942720249908121000,71629061,b'GAVIN DOBSON',b'2 days left to place an order!  https://t.co/Yy7duTmh9l https://t.co/IveY3Tc4qG',"{'type': 'Point', 'coordinates': [-0.08333333, 51.53333333]}"
b'Mon Dec 18 11:36:38 +0000 2017',942720254043619000,38840461,b'Alice Merivale',b'@SpotlightUK Thank you! \xf0\x9f\x98\x8a',"{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:36:37 +0000 2017',942720252877688000,245308111,b'mona alhusseini',b'https://t.co/0dX33ywvpV',"{'type': 'Point', 'coordinates': [-0.13647079, 51.51325628]}"
b'Mon Dec 18 11:36:41 +0000 2017',942720268987961000,7766252,b'Jody Stowell',b'@WATCH_ACT PR on #BishopLondon https://t.co/3eayTSRzzx',"{'type': 'Point', 'coordinates': [0.00404687, 51.50225706]}"
b'Mon Dec 18 11:36:43 +0000 2017',942720274545471000,21477101,b'Martin Bentley',b'The greatest love of all https://t.co/WGbdxeyPmE',"{'type': 'Point', 'coordinates': [-0.2740252, 51.52357428]}"
b'Mon Dec 18 11:36:44 +0000 2017',942720279721267000,381495645,b'Gustopher Jones',b'#BEAM2018 #somethingnewtosing @MercuryMusicals @MTheatreNetwork @perfectpitch @TBO_productions @mercurytheatre\xe2\x80\xa6 https://t.co/Bk1HTuIeTE',"{'type': 'Point', 'coordinates': [-0.17633915, 51.49602658]}"
b'Mon Dec 18 11:36:46 +0000 2017',942720287442919000,64809353,b'Pippa Shawley',b'@elliot49 @RTS_media \xf0\x9f\x98\xac',"{'type': 'Point', 'coordinates': [-0.1373291, 51.49506473]}"
b'Mon Dec 18 11:36:46 +0000 2017',942720288885760000,172325520,b'Ben Phillips',b'@AbiWilks I was blocked by Guido 5 years ago for pointing out UKIP racism. https://t.co/EcQoNcngGl',"{'type': 'Point', 'coordinates': [-0.1373291, 51.49506473]}"
b'Mon Dec 18 11:36:46 +0000 2017',942720290559315000,942717696873062000,b'shiyu cao',b'@LVServices The same has happened to me. My order number is NVO57067262.My name is Shiyu Cao. Please help.',"{'type': 'Point', 'coordinates': [-0.16393661, 51.50671243]}"
b'Mon Dec 18 11:36:46 +0000 2017',942720290370531000,2220547713,b'-',b'i actually never expected it https://t.co/mTzEKPhzdO',"{'type': 'Point', 'coordinates': [0.08333333, 51.33333333]}"
b'Mon Dec 18 11:36:46 +0000 2017',942720290181828000,583940733,b'Paul Wallace',"b""#SouthAfrica's #rand and bonds soar as investors increase bets that Cyril #Ramaphosa will become the #ANC's next le\xe2\x80\xa6 https://t.co/QNbM3ycZGF""","{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:36:48 +0000 2017',942720297978990000,69785076,b'Georgi Neichev',b'\xd0\xa2\xd0\xbe\xd0\xb2\xd0\xb0 \xd1\x81\xd1\x8a\xd0\xbc \xd0\xb0\xd0\xb7 :)\n#beerdeer https://t.co/DfZbTcovcO',"{'type': 'Point', 'coordinates': [-0.46234846, 51.46940792]}"
b'Mon Dec 18 11:36:48 +0000 2017',942720298830483000,2816731185,"b""Davy's WineShop""",b'Just a quick reminder of our #Christmas Opening Times \xf0\x9f\x8e\x84\xf0\x9f\x8d\xbe https://t.co/fkEAfnBp4g',"{'type': 'Point', 'coordinates': [0.476685, 51.80817]}"
b'Mon Dec 18 11:36:51 +0000 2017',942720309442023000,711850467941326000,b'Yune.',b'@notyuneshin yeh February 27th',"{'type': 'Point', 'coordinates': [-0.45118067, 51.46993569]}"
b'Mon Dec 18 11:36:52 +0000 2017',942720313929768000,840528835464564000,b'Dr. Richard Bloore',b'Heathrow Airport plans mini Terminal 5 as part of expansion plans https://t.co/Nu7HKpXzmO via @MailOnline',"{'type': 'Point', 'coordinates': [-0.07314023, 51.52422823]}"
b'Mon Dec 18 11:36:53 +0000 2017',942720318099132000,928561110,b'in london',"b'jvous jure que la g genre vraiment besoin d\xe2\x80\x99un c\xc3\xa2lin, mais d\xe2\x80\x99un c\xc3\xa2lin ou la personne me sert tr\xc3\xa8s fort contre elle pour me rassurer'","{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:36:54 +0000 2017',942720323262275000,2532457950,b'CllrAnthonyKelly',"b'@hate_eu @SadiqKhan @Mo_Farah Unlike Lewis Hamilton, Nigel Mansell, Andy Murray et al. Mo is an inspiration!'","{'type': 'Point', 'coordinates': [-0.0199222, 51.5859957]}"
b'Mon Dec 18 11:36:54 +0000 2017',942720323316830000,87456399,b'Stuart Collins',"b'Uh oh, oh no! It\xe2\x80\x99s a gruffallo! @ Chessington World of Adventure https://t.co/RKbbf12Ejh'","{'type': 'Point', 'coordinates': [-0.09441158, 51.51418136]}"
b'Mon Dec 18 11:36:54 +0000 2017',942720323543359000,14292815,b'Amy',"b""@BBCBreaking @KensingtonRoyal I'm going out to eat for dinner later. What time will the official announcement be?""","{'type': 'Point', 'coordinates': [-0.1413056, 51.5077446]}"
b'Mon Dec 18 11:36:56 +0000 2017',942720333039177000,47042682,b'Paul Ayris',"b'A platform similar to the Wellcome platform likely, but scope yet to be agreed... @DavidPriceUCL @UCLpress https://t.co/2UYaBgYEJh'","{'type': 'Point', 'coordinates': [-0.32501185, 51.48312821]}"
b'Mon Dec 18 11:36:57 +0000 2017',942720336033804000,851720970,b'Abdulhadi AlQahtani',b'At Queen Anne Medical Centre \xe2\x80\x94 https://t.co/NQBsg1gfIv',"{'type': 'Point', 'coordinates': [-0.1621, 51.5017]}"
b'Mon Dec 18 11:36:59 +0000 2017',942720342153449000,14700785,b'Nayson',"b""@ellrbrown Nah, but I wouldn't buy into it anyway. It's marketing for passengers.""","{'type': 'Point', 'coordinates': [-0.3363, 51.4666]}"
b'Mon Dec 18 11:37:00 +0000 2017',942720347413143000,2343761732,b'Chris Goodman',b'@TfL how do I get a refund with tap and pay on my bank card?',"{'type': 'Point', 'coordinates': [-0.1621, 51.5017]}"
b'Mon Dec 18 11:37:00 +0000 2017',942720348465827000,71629061,b'GAVIN DOBSON',b'https://t.co/jevXVCfgEn https://t.co/wDMA5nCFtq',"{'type': 'Point', 'coordinates': [-0.0931, 51.5142]}"
b'Mon Dec 18 11:37:02 +0000 2017',942720357781377000,295949271,b'Brian Catt',"b'@markcojuangco @ShellenbergerMD I have a suggestion, as I know the true cost of renewables w/o fossil backup 16/7,\xe2\x80\xa6 https://t.co/o9zE4crueD'","{'type': 'Point', 'coordinates': [-0.00251346, 51.47915023]}"
b'Mon Dec 18 11:37:02 +0000 2017',942720358217666000,15672615,b'Mike Gapes',b'Good.  Hope you discussed working time directive and the important role EU plays in defending Workers Rights. https://t.co/jc0RfQE7LY',"{'type': 'Point', 'coordinates': [-0.14104128, 51.51626079]}"
b'Mon Dec 18 11:37:05 +0000 2017',942720367570845000,120757394,b'Jacob J A',"b'Surprisingly kirsty170 didn\xe2\x80\x99t fall over during our skating session,\xe2\x80\xa6 https://t.co/t3G193cuAH'","{'type': 'Point', 'coordinates': [-0.1621, 51.5017]}"
b'Mon Dec 18 11:37:04 +0000 2017',942720366392365000,2959269173,b'Rajiv',b'@JSSagoo @rishkin82 @ssehmi rish we\xe2\x80\x99ll see you at 8pm mate lol https://t.co/0zWNOmcCJI',"{'type': 'Point', 'coordinates': [-0.16294264, 51.49951899]}"
b'Mon Dec 18 11:37:05 +0000 2017',942720370716610000,4081514655,b'k\xf0\x9f\x92\x94',"b'@GraceMuamba graaaave, avec son front aussi hahahaha'","{'type': 'Point', 'coordinates': [-0.16988326, 51.51946787]}"
b'Mon Dec 18 11:37:07 +0000 2017',942720376093757000,485255029,b'Anthony Kiwifruit',b'A wonderful 15 minute monologue by the multi-talented @misterphipps which he has released on his advent series toda\xe2\x80\xa6 https://t.co/HbYr7mM9lv',"{'type': 'Point', 'coordinates': [-0.11666667, 51.5]}"
b'Mon Dec 18 11:37:09 +0000 2017',942720384734031000,912855746,b'IwonaWho TL40',b'@MaykDoUrden @brettsneakers23 @DeadGuyPlays @PokemonGo4NYC @mfourie64 @pt My run after 2nd and 4th ball with gold r\xe2\x80\xa6 https://t.co/0uE7d6ZAm6',"{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:37:10 +0000 2017',942720388777365000,18287062,b'Jamie',"b'@DominicNeagle No it is not, you are suckered into the obligations of gifts and being nice. #YouDaFool #SillyBoy'","{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:37:09 +0000 2017',942720383639281000,39727570,b'Mahfuz \\ \xe0\xa6\xae\xe0\xa6\xbe\xe0\xa6\xb9\xe0\xa6\xab\xe0\xa7\x81\xe0\xa6\x9c',"b'Interesting analysis from economist Professor M A Taslim following rumblings among economists, others about the qua\xe2\x80\xa6 https://t.co/ZQHQZtSz5t'","{'type': 'Point', 'coordinates': [-0.12788773, 51.50767403]}"
b'Mon Dec 18 11:37:09 +0000 2017',942720386923466000,55387340,b'Andy Hull',"b'Great to be joined by our fantastic local @UKLabour MPs today, @JeremyCorbyn &amp; @EmilyThornberry, to discuss\xe2\x80\xa6 https://t.co/mvoMtYe7eo'","{'type': 'Point', 'coordinates': [0.75, 51.25]}"
b'Mon Dec 18 11:37:13 +0000 2017',942720400798224000,163831149,b'\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9e\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb9\x80\xe0\xb8\x9f\xe0\xb8\xb4\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\xad\xe0\xb8\x87 \xe2\x99\xa1',b'Shinee \xe0\xb9\x80\xe0\xb8\x9b\xe0\xb9\x87\xe0\xb8\x99\xe0\xb8\xa7\xe0\xb8\x87\xe0\xb8\x99\xe0\xb8\xb6\xe0\xb8\x87\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x8a\xe0\xb8\xad\xe0\xb8\x9a\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x81 \xe0\xb9\x84\xe0\xb8\xa1\xe0\xb9\x88\xe0\xb8\x84\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb8\xa7\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x99\xe0\xb8\xb6\xe0\xb8\x87\xe0\xb8\x88\xe0\xb8\xb0\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb9\x80\xe0\xb8\x88\xe0\xb8\xad\xe0\xb8\x82\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb9\x81\xe0\xb8\x9a\xe0\xb8\x9a\xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x89 \xf0\x9f\x98\x94',"{'type': 'Point', 'coordinates': [-0.17728051, 51.50096173]}"
b'Mon Dec 18 11:37:14 +0000 2017',942720406489845000,236919012,b'Alan Bradshaw',b'Mother Goose is excellent. Congratulations to all involved @theMTAonline. You\xe2\x80\x99re proper making me laugh out loud! T\xe2\x80\xa6 https://t.co/pwAJSe4b7L',"{'type': 'Point', 'coordinates': [-0.18523604, 51.49429991]}"
b'Mon Dec 18 11:37:14 +0000 2017',942720408230547000,19197089,b'Lauren Gooner Webb',b'@afcufcfan It really is \xf0\x9f\x98\x8d',"{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:37:14 +0000 2017',942720406829617000,1527254360,b'Queensbridge Primary',b'Santa comes to Y6d https://t.co/4ToP6gnM1t',"{'type': 'Point', 'coordinates': [-0.868497, 51.442078]}"
b'Mon Dec 18 11:37:17 +0000 2017',942720417202081000,45844302,b'Lucy Keeler',b'Thanks Penguin Life! I\xe2\x80\x99m *genuinely* excited about this book changing my life in the new year. #the4pillarplan https://t.co/pPMGgLALPF',"{'type': 'Point', 'coordinates': [-0.14638032, 51.75962891]}"
b'Mon Dec 18 11:37:21 +0000 2017',942720433979379000,248872551,b'em \xe2\x98\xad',b'my baby sister had a heart transplant 3 weeks ago and she\xe2\x80\x99s expected to come home in 4 days!!! \xf0\x9f\x98\xad\xf0\x9f\x98\xad',"{'type': 'Point', 'coordinates': [-0.19134453, 51.49476101]}"
b'Mon Dec 18 11:37:23 +0000 2017',942720444028932000,952332990,b'farhan',b'if your glo up post is a picture from when you were 8 and that one selfie you took 2 years ago before you gained al\xe2\x80\xa6 https://t.co/Bu3OFoTu8f',"{'type': 'Point', 'coordinates': [-0.142, 51.501]}"
b'Mon Dec 18 11:37:23 +0000 2017',942720444620333000,282243776,b'(((MartinBrittain)))',"b""@SevenNationR @goddersbloom So why is that relevant in this discussion, unless there's something inherently wrong w\xe2\x80\xa6 https://t.co/6yyTyQnIdw""","{'type': 'Point', 'coordinates': [-0.12601359, 51.53145299]}"
b'Mon Dec 18 11:37:24 +0000 2017',942720448198045000,21532636,b'Ferhan Khan',b'@PaulWalsh @Imamofpeace Don\xe2\x80\x99t #digitalblackface pls @PaulWalsh',"{'type': 'Point', 'coordinates': [-0.105, 51.5458]}"
b'Mon Dec 18 11:37:24 +0000 2017',942720450169257000,398735467,b'RUMantic',b'#MOtivation\n#Inspiration\nNEVER \nUnderestimate\nThe POWER of a HUG\nIt is STRONG enough\nTo pull BROKEN PARTS \nTOGETHER again',"{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:37:26 +0000 2017',942720458578956000,470483970,b'Joe Blair',"b'@BadWomble1 @BathWomble @Shelter Because you were too lazy to set up an I&amp;P without being shown how by SD, he'","{'type': 'Point', 'coordinates': [0.0334776, 51.607748]}"
b'Mon Dec 18 11:37:27 +0000 2017',942720459841384000,794154700836741000,b'ChihiroSato',b'\xe6\x98\x8e\xe6\x97\xa5\xe3\x81\xa0\xe3\x82\x88\xe3\x83\xbc\xe3\x80\x82\xe5\xa4\x9c\xe3\x81\xaf\xe5\x85\xab\xe4\xb8\x81\xe6\x8e\x98\xe3\x81\xb8\xef\xbc\x81 https://t.co/kALp0aBtHN',"{'type': 'Point', 'coordinates': [-0.0833333, 51.5]}"
b'Mon Dec 18 11:37:27 +0000 2017',942720462232186000,15394654,b'Daniel Spreadbury',b'Merry Christmas to everybody from the #Dorico team. @doricoofficial @SteinbergMedia https://t.co/NKTxTFOE9N',"{'type': 'Point', 'coordinates': [-0.55777778, 51.33222222]}"
b'Mon Dec 18 11:37:29 +0000 2017',942720467529601000,18454062,b'Amelia Bateman',"b'Hi @clarins_uk, do you still offer the Detox and Shine Stopper facial?'","{'type': 'Point', 'coordinates': [-0.3078748, 51.3949776]}"
b'Mon Dec 18 11:37:30 +0000 2017',942720473003122000,597144844,b'JAS SIDHU',b'@Adityaspeaks_ @capt_amarinder 3rd world country.\n200 years India got \xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a\xf0\x9f\x91\x8a https://t.co/eI0XYbTyU9',"{'type': 'Point', 'coordinates': [-0.09036397, 51.50559799]}"
b'Mon Dec 18 11:37:30 +0000 2017',942720474122944000,463775286,b'Nina Ryder',"b""via @cumhuriyetgzt #AKP ve #Erdo\xc4\x9fan'\xc4\xb1n iktidar\xc4\xb1 b\xc4\xb1rakmamak i\xc3\xa7in ba\xc5\x9fvuraca\xc4\x9f\xc4\xb1 3 taktik #Rezaletsiniz\nhttps://t.co/rQ0FVC2uqW""","{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:37:31 +0000 2017',942720479273644000,840528835464564000,b'Dr. Richard Bloore',b'https://t.co/48XaL9UHR5',"{'type': 'Point', 'coordinates': [-0.14361111, 51.51194444]}"
b'Mon Dec 18 11:37:32 +0000 2017',942720481895075000,184897866,b'sunny\xf0\x9f\x8c\x9ejoan\xe2\x99\xbf\xe2\x9e\xb0',b'https://t.co/VLPmWoPHss',"{'type': 'Point', 'coordinates': [0.4033788, 51.27171444]}"
b'Mon Dec 18 11:37:36 +0000 2017',942720497766293000,4245159928,b'Taylor Made Cakes',b'@diltondiltond1 At present yes... I will be looking into transportation as of 2018',"{'type': 'Point', 'coordinates': [-0.20852, 51.47]}"
b'Mon Dec 18 11:37:37 +0000 2017',942720503579594000,16905592,b'Thomas Matthews',b'@AnisaTopan On hold is a tune! \xf0\x9f\x92\x98',"{'type': 'Point', 'coordinates': [0.0334776, 51.607748]}"
b'Mon Dec 18 11:37:37 +0000 2017',942720504477122000,3008668073,b'The Record Deck UK',b'The sun is feeling pretty good upon our faces today at #kingscross \nOpen today between York way\xe2\x80\xa6 https://t.co/7blf6I1Wfd',"{'type': 'Point', 'coordinates': [-0.10612875, 51.53436951]}"
b'Mon Dec 18 11:37:40 +0000 2017',942720515554324000,68004964,b'Georgina Simmons',b'Pay day can\xe2\x80\x99t come quick enough I hate being skint \xf0\x9f\x99\x84',"{'type': 'Point', 'coordinates': [1.5, 52.2167]}"
b'Mon Dec 18 11:37:46 +0000 2017',942720540288090000,307019829,b'Danks',"b""When your WCW is talking about beards but you don't have one https://t.co/FGeAtvVek8""","{'type': 'Point', 'coordinates': [-0.1799362, 51.5135345]}"
b'Mon Dec 18 11:37:48 +0000 2017',942720550513856000,42905074,b'Keisha',"b'Just found two lipsticks, one lip balm and \xe2\x82\xac10 in my coat lining. SEW YOUR POCKETS PEOPLE'","{'type': 'Point', 'coordinates': [-0.127758, 51.507351]}"
b'Mon Dec 18 11:37:51 +0000 2017',942720560076918000,229144913,b'Jenny Reader',b'@earthygirl01 @LogicalFan @david_borovsky @richardcalhoun @BretStephensNYT Certainly not.  I am the deserving rich.\xe2\x80\xa6 https://t.co/0bUTZAc5a4',"{'type': 'Point', 'coordinates': [0.416962, 51.5706868]}"
b'Mon Dec 18 11:37:52 +0000 2017',942720567144255000,449035584,b'The Bree Louise',b'@RogerProtzBeer @NHS_Martin @RichardColdwell @StymieSi @CAMRA_Official I suggest they get to the bree louise in a h\xe2\x80\xa6 https://t.co/ppXYtnpNAW',"{'type': 'Point', 'coordinates': [-0.1370024, 51.4889839]}"
b'Mon Dec 18 11:37:53 +0000 2017',942720571816726000,711850467941326000,b'Yune.',b'@notyuneshin shieeet did i get it wrong',"{'type': 'Point', 'coordinates': [-0.0819002, 51.5613587]}"
b'Mon Dec 18 11:37:55 +0000 2017',942720579085524000,827295386809274000,"b'I, Claudia'","b'FFS Ruth!! After all these yrs U shld KNOW how long 2 cook the frikin turkey!! Plus, we have this cooking shite EVERY YEAR!! \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84#ThisMorning'","{'type': 'Point', 'coordinates': [-0.2796793, 51.55812306]}"
b'Mon Dec 18 11:37:58 +0000 2017',942720590691127000,928561110,b'in london',b'enft ce que je veux c\xe2\x80\x99est que harry me sert dans ses bras https://t.co/ibfEedNxaA',"{'type': 'Point', 'coordinates': [-0.15216218, 51.51291362]}"
b'Mon Dec 18 11:37:59 +0000 2017',942720597053923000,103096075,b'Paul Ferrer',"b'Is it ""Brussel sprouts"" or ""Brussels sprouts""? Three quarters get it wrong... https://t.co/aBMHHMTHvl'","{'type': 'Point', 'coordinates': [-0.61882056, 51.4033337]}"
b'Mon Dec 18 11:38:00 +0000 2017',942720598702284000,48429657,b'Jon B',b'@husseybyname  https://t.co/JWGiUQRGQQ',"{'type': 'Point', 'coordinates': [-0.21053926, 51.49651728]}"
b'Mon Dec 18 11:38:01 +0000 2017',942720603513147000,3139832195,b'david.',b'Moi face au reactions suicidaires des gens https://t.co/TKJdzhRR2V',"{'type': 'Point', 'coordinates': [-0.17772317, 51.50097703]}"
b'Mon Dec 18 11:38:02 +0000 2017',942720607757709000,158466236,b'Natalie Winn',b'It\xe2\x80\x99s all very well having a day off but what do I do \xf0\x9f\xa4\x94',"{'type': 'Point', 'coordinates': [0.00157803, 51.54302814]}"
b'Mon Dec 18 11:38:03 +0000 2017',942720612396666000,2446059162,b'Ais Mc \xe2\x9d\xa3\xef\xb8\x8f',b'@LouisePentland @brummymummyof2 \xf0\x9f\x91\x8c literally hilarity in every video.',"{'type': 'Point', 'coordinates': [-0.32469041, 51.38190673]}"
b'Mon Dec 18 11:38:04 +0000 2017',942720615894667000,45107683,b'Chanda Mfula',"b'In pubs, you have those who drink to remember and those who drink to forget. In the end the drink wins.\xf0\x9f\x8d\xbb'","{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
b'Mon Dec 18 11:38:05 +0000 2017',942720619304620000,813013723954769000,b'ABR \xf0\x9f\xa6\x8b',b'\xd8\xaa\xd8\xac\xd8\xa7\xd9\x88\xd8\xb2 \xd8\xa7\xd9\x8a \xd8\xb4\xd9\x8a \xd9\x8a\xd8\xb3\xd8\xb1\xd9\x82 \xd8\xb3\xd8\xb9\xd8\xa7\xd8\xaf\xd8\xaa\xd9\x83 \xd9\x88\xd8\xa7\xd8\xaa\xd9\x82\xd9\x86 \xd9\x85\xd9\x81\xd9\x87\xd9\x88\xd9\x85 \xd8\xa7\xd9\x84\xd8\xad\xd8\xb1\xd9\x8a\xd9\x87 \xf0\x9f\x92\x9b\n#\xd9\x84\xd8\xb7\xd9\x8a\xd9\x81\xd9\x87_\xd8\xa7\xd9\x84\xd9\x84\xd9\x88\xd8\xba\xd8\xa7\xd9\x86\xd9\x89 #\xd8\xa7\xd8\xaa\xd9\x83\xd9\x8a\xd8\xaa_\xd8\xa7\xd9\x84\xd8\xb1\xd9\x88\xd8\xad https://t.co/eK9VMZbWJP',"{'type': 'Point', 'coordinates': [-0.1277583, 51.5073509]}"
b'Mon Dec 18 11:38:06 +0000 2017',942720625050660000,801599807466991000,b'Carolina Simon Nutri',"b'\xf0\x9f\x8d\xbcNutri\xc3\xa7\xc3\xa3o INFANTIL\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbc\n\n\xf0\x9f\x94\xb9O acompanhamento do crescimento, desenvolvimento e o planejamento de um\xe2\x80\xa6 https://t.co/Sw3cnjwWh3'","{'type': 'Point', 'coordinates': [-0.0455927, 51.5380969]}"
b'Mon Dec 18 11:38:09 +0000 2017',942720635859501000,387566558,b'suad',b'#\xd9\x81\xd8\xb3\xd8\xa7\xd8\xaf_\xd8\xa8\xd9\x86\xd8\xaa\xd9\x8a \xd8\xad\xd8\xb5\xd9\x84 \xd9\x85\xd8\xb9\xd8\xa7\xd9\x87\xd8\xa7 \xd9\x86\xd9\x81\xd8\xb3 \xd8\xa7\xd9\x84\xd8\xb4\xd9\x8a \xd9\x85\xd8\xa7 \xd9\x82\xd8\xaf\xd8\xb1\xd8\xaa \xd8\xaa\xd8\xba\xd9\x84\xd8\xa8\xd9\x87\xd9\x85 !\xd8\xa7\xd9\x84\xd8\xb9\xd9\x8a\xd8\xa7\xd9\x84 \xd9\x85\xd8\xb3\xd8\xa7\xd9\x83\xd9\x8a\xd9\x86!\xd9\x88\xd9\x85\xd8\xa7 \xd8\xb9\xd9\x86\xd8\xaf\xd9\x87\xd9\x85 \xd8\xae\xd8\xa8\xd8\xb1\xd9\x87 \xd8\xa8\xd8\xb3\xd9\x88\xd8\xa7\xd9\x84\xd9\x81 \xd8\xa7\xd9\x84\xd9\x84\xd9\x81 \xd9\x88\xd8\xa7\xd9\x84\xd8\xaf\xd9\x88\xd8\xb1\xd8\xa7\xd9\x86 \xd9\x88 \xd9\x85\xd9\x86 \xd9\x83\xd8\xab\xd8\xb1\xd9\x87\xd8\xa7 \xd8\xb5\xd8\xa7\xd8\xb1 \xd8\xa7\xd9\x84\xd9\x88\xd8\xa7\xe2\x80\xa6 https://t.co/EXvYpYBAo0',"{'type': 'Point', 'coordinates': [0.14333725, 51.45626659]}"
b'Mon Dec 18 11:38:12 +0000 2017',942720649310687000,847895367807062000,b'Adam vranceanu',b'Who gets cyber bullied? #rcpsychdebate',"{'type': 'Point', 'coordinates': [-0.1179526, 51.5177317]}"
b'Mon Dec 18 11:38:16 +0000 2017',942720666142433000,473338870,b'Martin Woodward',b'@Eurostar Private message sent. Thank you if you are able to assist. I spoke to someone at Eurostar on the phone a\xe2\x80\xa6 https://t.co/SkFUelMgtO',"{'type': 'Point', 'coordinates': [-0.16593114, 51.49839954]}"
b'Mon Dec 18 11:38:18 +0000 2017',942720674552078000,169594889,b'TLJ SPOILERS \xe2\x98\x83\xef\xb8\x8f',b'I am actually turning to ice it\xe2\x80\x99s so cold',"{'type': 'Point', 'coordinates': [1.12446982, 52.01990402]}"
b'Mon Dec 18 11:38:21 +0000 2017',942720688019959000,302485558,b'Adrian Gibson',b'Love my #StarWars #thelastjedi stamps ... they even glow in the dark! Thank you very much Bel \xe2\x9d\xa4\xef\xb8\x8f\xe2\x80\xa6 https://t.co/CCGlfGCnVE',"{'type': 'Point', 'coordinates': [-0.1024666, 51.5395158]}"
b'Mon Dec 18 11:38:27 +0000 2017',942720711872958000,470483970,b'Joe Blair',b'@BadWomble1 @BathWomble Because you were too lazy to set up and I&amp;P without SD doing it for you',"{'type': 'Point', 'coordinates': [-0.1024666, 51.5395158]}"
b'Mon Dec 18 11:38:30 +0000 2017',942720723977756000,1117412588,b'ambs-lucia\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbc',b'Time to start my shopping \xe2\x9d\x84\xef\xb8\x8f\xe2\x9d\x84\xef\xb8\x8f',"{'type': 'Point', 'coordinates': [-0.1475724, 51.4942391]}"
b'Mon Dec 18 11:38:30 +0000 2017',942720724766257000,531602547,b'Conor Muller',"b""Dislike calling polls 'biased' https://t.co/XZ6jDIch2S""","{'type': 'Point', 'coordinates': [-0.12731805, 51.50711486]}"
