date,tweetid,userid,username,text,coordinates
b'Mon Dec 18 15:01:02 +0000 2017',9.42772E+17,3375579785,b'BrugOpen',b'De brug over binnenhoofd Noordersluis in IJmuiden ging zojuist open om 15:59. Zie https://t.co/H1oG0ir1oZ #brugopen',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:01:08 +0000 2017',9.42772E+17,28377532,b'Guto',b'@vilorri HAHAHAHAHAH TEM PIOR NO MEU INSTAGRAM',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:01:28 +0000 2017',9.42772E+17,88160282,b'doug',b'fckn hit 1K views on my video! if you haven\xe2\x80\x99t seen it yet the link is in the bio. \xe2\x9d\xa4\xef\xb8\x8f thank you https://t.co/JN3VLRPg0R',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:01:30 +0000 2017',9.42772E+17,49376719,b'Loek Mentink',b'Dus we mogen niet naar deze cartoon kijken? https://t.co/HIvqL5sprw',"{'type': 'Point', 'coordinates': [4.8437803, 52.3671404]}"
b'Mon Dec 18 15:01:47 +0000 2017',9.42772E+17,3200945327,b'Conclusion Digital',"b'Nieuwe website voor @Houthoff, de top van Nederlandse advocatuur. Bekijk de case op onze website:\xe2\x80\xa6 https://t.co/s6M12y3n8U'","{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:02:03 +0000 2017',9.42772E+17,186899860,b'Stigmabase | DE',"b""Stigmabase | NL \xe2\x80\x94  Selfitis' is nu officieel gedragsstoornis - De drang om selfies te maken - een gedrag dat weleen\xe2\x80\xa6 https://t.co/VOaTl2fino""","{'type': 'Point', 'coordinates': [4.70423, 52.29258]}"
b'Mon Dec 18 15:02:04 +0000 2017',9.42772E+17,186899860,b'Stigmabase | DE',b'Stigmabase | NL \xe2\x80\x94  Sociale media brengt nieuwe geestesziekte voort - Sociale media heeft een nieuwe psychologische\xe2\x80\xa6 https://t.co/LGfnT8mBrG',"{'type': 'Point', 'coordinates': [4.88382151, 52.36223099]}"
b'Mon Dec 18 15:02:05 +0000 2017',9.42772E+17,186899860,b'Stigmabase | DE',b'Stigmabase | NL \xe2\x80\x94  Blijde kinderogen in Polen dankzij schoenendoosactie in Barendrecht - De schoenendoosactie 2017\xe2\x80\xa6 https://t.co/wOgFNOc3IO',"{'type': 'Point', 'coordinates': [4.966624, 52.378193]}"
b'Mon Dec 18 15:02:06 +0000 2017',9.42772E+17,92018099,b'Arthur van Amerongen',b'@texel89 @snebbert @ArnoudVbrief @HPdeTijdNL Op statistiek ging de helft van de studenten nat',"{'type': 'Point', 'coordinates': [4.99972, 52.16864]}"
b'Mon Dec 18 15:02:16 +0000 2017',9.42772E+17,1166383453,b'Trendinalia NL',b'@stoerstylelab the 1st mention of #feestdagen appears on your TL. Now is Trending Topic in Netherlands! #trndnl',"{'type': 'Point', 'coordinates': [4.611793, 52.467293]}"
b'Mon Dec 18 15:02:25 +0000 2017',9.42772E+17,28377532,b'Guto',b'a divulga\xc3\xa7\xc3\xa3o est\xc3\xa1 pesad\xc3\xadssima #VaiMalandra https://t.co/t5jptWvff9',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 15:02:51 +0000 2017',9.42772E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',"b""@Aly_mld Thats bs! We're here and we care. You also have every right to be sad!""","{'type': 'Point', 'coordinates': [4.807235, 52.35991]}"
b'Mon Dec 18 15:02:52 +0000 2017',9.42772E+17,1166383453,b'Trendinalia NL',b'574 users and 631 tweets (307 RTs) in 2 weeks made #feestdagen a Trending Topic in Netherlands. #trndnl',"{'type': 'Point', 'coordinates': [4.8995, 52.3824]}"
b'Mon Dec 18 15:02:53 +0000 2017',9.42772E+17,1166383453,b'Trendinalia NL',"b'699,607 people could have seen #feestdagen since its 1st mention until it became a Trending Topic. #trndnl'","{'type': 'Point', 'coordinates': [4.76393985, 52.30908793]}"
b'Mon Dec 18 15:02:53 +0000 2017',9.42772E+17,1166383453,b'Trendinalia NL',b'#Top3Apps for #feestdagen\n\nTwitter Web Client 28%\nTwitter for iPhone 21%\nTwitter for Android 18%',"{'type': 'Point', 'coordinates': [4.8925166, 52.3711431]}"
b'Mon Dec 18 15:02:54 +0000 2017',9.42772E+17,1166383453,b'Trendinalia NL',"b'The tweet with the most impact of the #feestdagen Trend, was published by @POL_Hmeer: https://t.co/cidNY0j4ix (18 RTs) #trndnl'","{'type': 'Point', 'coordinates': [4.966624, 52.378193]}"
b'Mon Dec 18 15:02:54 +0000 2017',9.42772E+17,1166383453,b'Trendinalia NL',"b'9 verified accounts helped to turn #feestdagen into a Trending Topic. Some of them: @Metro, @DierenLot &amp; @POL_Hmeer \xe2\x80\x94 #trndnl'","{'type': 'Point', 'coordinates': [4.63626171, 52.38150533]}"
b'Mon Dec 18 15:03:05 +0000 2017',9.42772E+17,815737585,b'Kjell \xf0\x9f\x8d\x83',b'#kerstmishetniet #win https://t.co/6SQKL5F2On',"{'type': 'Point', 'coordinates': [4.90168333, 52.37807492]}"
b'Mon Dec 18 15:03:08 +0000 2017',9.42772E+17,164839098,b'R\xc3\xa1mon',b'Don\xe2\x80\x99t let you guys trick this into buying tickets. She won\xe2\x80\x99t be there but she has been really good at this and tour\xe2\x80\xa6 https://t.co/ZEWdmM5sOD',"{'type': 'Point', 'coordinates': [4.82154, 52.43992]}"
b'Mon Dec 18 15:03:40 +0000 2017',9.42772E+17,85545795,b'Gertje',b'@Henriette_az @VVD Op de bouw of stratenmaker zeker en moet ook 7 dagen verlof van te voren aanvragen om na het wer\xe2\x80\xa6 https://t.co/YavEIu2c8c',"{'type': 'Point', 'coordinates': [4.89616871, 52.37402065]}"
b'Mon Dec 18 15:03:53 +0000 2017',9.42772E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',"b""@whatIdsayifIcld You dont have too if you're not ready. Some people just don't understand what kind of impact certa\xe2\x80\xa6 https://t.co/XLQFGuhDVu""","{'type': 'Point', 'coordinates': [4.89287619, 52.37305134]}"
b'Mon Dec 18 15:04:14 +0000 2017',9.42772E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',b'@WaywardEmbers Lol thanks. He fucking is \xe2\x9d\xa4',"{'type': 'Point', 'coordinates': [4.8199223, 52.439596]}"
b'Mon Dec 18 15:04:18 +0000 2017',9.42773E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'no momento muito ocupada eu to louca to brincando com o bumbum',"{'type': 'Point', 'coordinates': [4.91088867, 52.33533907]}"
b'Mon Dec 18 15:04:24 +0000 2017',9.42773E+17,2921174297,b'laila\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88\xf0\x9f\xa5\x91',b'@billieeilish happy birthday my actual mom and dad and wife:) i love u hella thank u for inspiring me every single\xe2\x80\xa6 https://t.co/fJCTtoWgtD',"{'type': 'Point', 'coordinates': [4.76194429, 52.30944443]}"
b'Mon Dec 18 15:04:26 +0000 2017',9.42773E+17,8.61961E+17,b'Jihane',b'We will never know 100% sure why he did it. Only that he suffered and wanted peace. Only thing we can do is try to\xe2\x80\xa6 https://t.co/2rj9vTlNnL',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:04:35 +0000 2017',9.42773E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',b'@sted93 Thank you honey \xe2\x9d\xa4\xe2\x9d\xa4',"{'type': 'Point', 'coordinates': [4.611793, 52.467293]}"
b'Mon Dec 18 15:04:40 +0000 2017',9.42773E+17,2893202927,b'Denise',b'Dua in Leiden is my favorite thing ever',"{'type': 'Point', 'coordinates': [4.82571, 52.31092]}"
b'Mon Dec 18 15:04:41 +0000 2017',9.42773E+17,1623795854,b'Mark van der Beer',b'@RalfBodelier Echt waar? Is er achteruitgang sinds 1809? Dat lijkt me wat sterk.',"{'type': 'Point', 'coordinates': [4.76227464, 52.3078348]}"
b'Mon Dec 18 15:04:48 +0000 2017',9.42773E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',b'@lp_pdm It is. \xe2\x9d\xa4',"{'type': 'Point', 'coordinates': [4.76194429, 52.30944443]}"
b'Mon Dec 18 15:04:51 +0000 2017',9.42773E+17,452772201,b'\xd8\xa7\xd8\xb3\xd8\xa7\xd9\x85\xd9\x87 \xd8\xa7\xd9\x84\xd9\x85\xd8\xad\xd9\x8a\xd8\xb3\xd9\x86',"b'#amsterdam #netherlands #holland #coffeetime @ Amsterdam, Netherlands https://t.co/dd5HAxejxy'","{'type': 'Point', 'coordinates': [4.8951679, 52.3702157]}"
b'Mon Dec 18 15:04:52 +0000 2017',9.42773E+17,3369125165,b'Mark',b'@Poezenbillen omg YES',"{'type': 'Point', 'coordinates': [5.00716, 52.34852]}"
b'Mon Dec 18 15:05:02 +0000 2017',9.42773E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',b'@silagazzi It is \xf0\x9f\x98\x8a\xe2\x9d\xa4',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:05:03 +0000 2017',9.42773E+17,325548512,b'Ana\xc3\xafs Cortez-Reina',b'@merelymoeke @SnarfxFrans Het grote geld en het ging toen om land voor soja en water. men kocht gewoon het water op\xe2\x80\xa6 https://t.co/qnujRI6eAy',"{'type': 'Point', 'coordinates': [4.605844, 52.46765]}"
b'Mon Dec 18 15:05:09 +0000 2017',9.42773E+17,202689682,b'Robert Prins',b'Prima verhaal van collega @daanderiddernu. Zo wordt iets ingewikkelds toch weer wat duidelijker. https://t.co/uRULBMMHT8',"{'type': 'Point', 'coordinates': [4.76393985, 52.30908793]}"
b'Mon Dec 18 15:05:17 +0000 2017',9.42773E+17,1623795854,b'Mark van der Beer',b'@RalfBodelier Hoe komt het overigens dat u denkt dat u verstand heeft van prostitutie?',"{'type': 'Point', 'coordinates': [4.962, 52.29249]}"
b'Mon Dec 18 15:05:18 +0000 2017',9.42773E+17,122800168,b'Avni Turgut',"b""Aya\xc4\x9f\xc4\xb1n\xc4\xb1n tozuyla K\xc3\xbcba'n\xc4\xb1n g\xc3\xbczelliklerini #ArifSa\xc4\x9f payla\xc5\x9fm\xc4\xb1\xc5\x9f bizimle @BirGun_Gazetesi nde. https://t.co/ETSIs7O1xR""","{'type': 'Point', 'coordinates': [4.89320908, 52.37306452]}"
b'Mon Dec 18 15:05:19 +0000 2017',9.42773E+17,157983222,b'Marije Hovestad',b'Trots!! Een van mn projecten gepresenteerd aan @MonaKeijzer en @pmwaasdorp @KvK_NL @ez #mkbtour\xe2\x80\xa6 https://t.co/QyziAqgOpj',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:06:07 +0000 2017',9.42773E+17,271911368,b'Stadsherstel',"b'@NicovanGog Beste Nico, elke eerste dinsdag van de maand verschijnt ons woningaanbod op de website. Kijk dan dus ev\xe2\x80\xa6 https://t.co/4xreKNSnY8'","{'type': 'Point', 'coordinates': [4.88793, 52.36821]}"
b'Mon Dec 18 15:06:21 +0000 2017',9.42773E+17,60935781,b'\xe3\x83\x8b\xe3\x82\xb3 \xf0\x9f\x99\x84\xf0\x9f\xa4\xa8',"b'@tamegoeswild Happened to me once, forgot to take the money, but I hadn\xe2\x80\x99t gone far \xf0\x9f\x98\x9d'","{'type': 'Point', 'coordinates': [4.89444, 52.3675]}"
b'Mon Dec 18 15:06:35 +0000 2017',9.42773E+17,362962042,b'\xe3\x81\xb5\xe3\x81\x8f\xe3\x81\xa1\xe3\x82\x83\xe3\x82\x93',"b'\xe3\x83\xa8\xe3\x83\xbc\xe3\x83\xad\xe3\x83\x83\xe3\x83\x91\xe3\x81\xab\xe5\x88\xb0\xe7\x9d\x80\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82 (@ \xe3\x82\xa2\xe3\x83\xa0\xe3\x82\xb9\xe3\x83\x86\xe3\x83\xab\xe3\x83\x80\xe3\x83\xa0 \xe3\x82\xb9\xe3\x82\xad\xe3\x83\x9d\xe3\x83\xbc\xe3\x83\xab\xe7\xa9\xba\xe6\xb8\xaf in Schiphol, Noord-Holland) https://t.co/pAZfzbnGfP'","{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:07:37 +0000 2017',9.42773E+17,1511194038,b'\xf0\x9f\x8c\x99',b'I can\xe2\x80\x99t wait to have my Christmas break omg',"{'type': 'Point', 'coordinates': [4.966624, 52.378193]}"
b'Mon Dec 18 15:07:38 +0000 2017',9.42773E+17,987477997,b'Jesmo .__.',b'Rip those who where stupid enough to do this https://t.co/2nJYHqBSw3',"{'type': 'Point', 'coordinates': [4.88969, 52.37403]}"
b'Mon Dec 18 15:08:08 +0000 2017',9.42773E+17,121493492,b'DANNYonPC',b'Seems legit\n@BarackObama \n\nhttps://t.co/q9NLdZVRhl https://t.co/nKciawJgu1',"{'type': 'Point', 'coordinates': [4.8951679, 52.3702157]}"
b'Mon Dec 18 15:08:22 +0000 2017',9.42774E+17,24149673,b'Flip Hoedemaeker',b'@MarijkevandeHel @Jan_vd_D Ik ben qua koken al van het gas af.... https://t.co/L04abnR8KK',"{'type': 'Point', 'coordinates': [4.95368, 52.31433]}"
b'Mon Dec 18 15:08:23 +0000 2017',9.42774E+17,122800168,b'Avni Turgut',b'Jongeren kiezen @jesseklaver al  weer de politicus van het jaar! https://t.co/F1UvuOccTI',"{'type': 'Point', 'coordinates': [4.966624, 52.378193]}"
b'Mon Dec 18 15:08:35 +0000 2017',9.42774E+17,18934241,b'CMVision / SPena',b'Happy Holidays to All by Sarah Pena #animation #animations #stopmotionanimation #animationstudio\xe2\x80\xa6 https://t.co/QwiITTPcAo',"{'type': 'Point', 'coordinates': [4.88097668, 52.35813405]}"
b'Mon Dec 18 15:08:42 +0000 2017',9.42774E+17,278708054,b'Intercity Defect',b'#ICDirect 941 (V 16:37 van Amsterdam Airport) naar Amsterdam Centraal is 9 minuten vertraagd.',"{'type': 'Point', 'coordinates': [4.8981812, 52.3592419]}"
b'Mon Dec 18 15:08:52 +0000 2017',9.42774E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',"b'""vida q segue"" \n\nsim segue me deixando cada dia mais doida e solteira'","{'type': 'Point', 'coordinates': [4.76194429, 52.30944443]}"
b'Mon Dec 18 15:08:56 +0000 2017',9.42774E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',"b'\xd0\x9f\xd1\x88\xd0\xb5 \xd0\xba\xd1\x83\xd1\x80\xd0\xb2\xd0\xb0, \xd0\xb3\xd0\xb3\xd0\xb3 https://t.co/P7MuVU8awM'","{'type': 'Point', 'coordinates': [4.8808604, 52.354732]}"
b'Mon Dec 18 15:08:56 +0000 2017',9.42774E+17,874180309,b'madmax',b'Pa mi no hay ning\xc3\xban mensaje q se compare a este https://t.co/EhaTZ1n3ZJ',"{'type': 'Point', 'coordinates': [4.8376638, 52.3890805]}"
b'Mon Dec 18 15:09:33 +0000 2017',9.42774E+17,8.83768E+17,b'LPx\xf0\x9f\x8c\xa0',"b'@sted93 Got it hun, i already saw it as a huge compliment \xf0\x9f\x98\x98'","{'type': 'Point', 'coordinates': [4.605844, 52.46765]}"
b'Mon Dec 18 15:09:33 +0000 2017',9.42774E+17,2448047358,b'Mafkont 68K',b'https://t.co/iI6UeUB6cQ',"{'type': 'Point', 'coordinates': [4.89097595, 52.3577278]}"
b'Mon Dec 18 15:09:38 +0000 2017',9.42774E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x9a\xd1\x80\xd1\x83\xd0\xb3\xd0\xbe\xd0\xbc \xd1\x86\xd0\xb2\xd0\xb5\xd1\x82\xd0\xb5\xd1\x82 \xd1\x81\xd0\xbf\xd0\xbb\xd0\xbe\xd1\x88\xd0\xbd\xd0\xbe\xd0\xb9 \xd1\x86\xd1\x83\xd1\x80\xd1\x8e\xd0\xba https://t.co/RgkttoTHzk',"{'type': 'Point', 'coordinates': [4.611793, 52.467293]}"
b'Mon Dec 18 15:09:42 +0000 2017',9.42774E+17,19385428,b'Sjors the Houk',b'No shortages here https://t.co/3K6m1xiHI1',"{'type': 'Point', 'coordinates': [4.88180332, 52.36368899]}"
b'Mon Dec 18 15:09:49 +0000 2017',9.42774E+17,8.681E+17,b'Simon Boer',b'@oyamawapiti @adrianxleconte @wordpressdotcom Rutte is niet voor  niets de grootste crimineel van Nederland  en hoe\xe2\x80\xa6 https://t.co/wTFGCRY14C',"{'type': 'Point', 'coordinates': [4.9442199, 52.31232]}"
b'Mon Dec 18 15:09:54 +0000 2017',9.42774E+17,2448047358,b'Mafkont 68K',b'https://t.co/8CRr6XX1WQ',"{'type': 'Point', 'coordinates': [4.92759186, 52.37125544]}"
b'Mon Dec 18 15:10:12 +0000 2017',9.42774E+17,2448047358,b'Mafkont 68K',b'https://t.co/kHeGVrbXg4',"{'type': 'Point', 'coordinates': [4.8951679, 52.3702157]}"
b'Mon Dec 18 15:10:13 +0000 2017',9.42774E+17,1211654402,b'niels baars',b'@almere Klopt de tak is verwijdert',"{'type': 'Point', 'coordinates': [4.7, 52.3]}"
b'Mon Dec 18 15:10:22 +0000 2017',9.42774E+17,2448047358,b'Mafkont 68K',b'https://t.co/0n5Ru8Qc7t',"{'type': 'Point', 'coordinates': [4.8973561, 52.3568695]}"
b'Mon Dec 18 15:10:29 +0000 2017',9.42774E+17,325548512,b'Ana\xc3\xafs Cortez-Reina',b'@SnarfxFrans @merelymoeke Klopt en of men nu voor of tegen het bewind in Venezuela is: zij willen hun eigen baas zijn!',"{'type': 'Point', 'coordinates': [4.9029677, 52.3774647]}"
b'Mon Dec 18 15:10:31 +0000 2017',9.42774E+17,1029275545,b'Chocoa',b'Visiting #chocoafestival exhibitor Metropolitan (@KeesRaat) in Amsterdam! Check out festival info on:\xe2\x80\xa6 https://t.co/wGDk98qkXg',"{'type': 'Point', 'coordinates': [4.9029677, 52.3774647]}"
b'Mon Dec 18 15:10:32 +0000 2017',9.42774E+17,2448047358,b'Mafkont 68K',b'https://t.co/vnPFBDbV45',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:10:34 +0000 2017',9.42774E+17,202689682,b'Robert Prins',b'Voor schaatsen.nl interviewde ik fysiotherapeut @WillemKruithof van @LottoJumbo_ice over het revalidatieproces van\xe2\x80\xa6 https://t.co/DolpMz173o',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:10:48 +0000 2017',9.42774E+17,237872146,b'\xc5\x82\xe0\xb8\x84c\xce\xb5\xd1\x8fd\xe0\xb8\x84',b'eu_sabia_q_vc_era_um_\nproblema_quando_apareceu_\nbem_feito_pra_mim_agora.mp3',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:10:58 +0000 2017',9.42774E+17,85545795,b'Gertje',b'@VVD Hebben ze bij de #DNB ook gehad over om verder te #bezuinigen of is het een #onafhankelijk onderzoek?',"{'type': 'Point', 'coordinates': [4.8932, 52.3731]}"
b'Mon Dec 18 15:11:00 +0000 2017',9.42774E+17,839880308,b'princess diva paris',b'The insta model life #influencer #newera #neweracaps #parajumpers #louisvuitton\xe2\x80\xa6 https://t.co/SJkRLeNWAI',"{'type': 'Point', 'coordinates': [4.9445415, 52.3107173]}"
b'Mon Dec 18 15:11:05 +0000 2017',9.42774E+17,482014659,b'Marja ter Voort',b'@cootdoes @zeppoos O ja. Ook zo\xe2\x80\x99n mooie.\n\nGone with the Wind zag ik in Tuschinski met een paar vriendinnen. Door on\xe2\x80\xa6 https://t.co/mgZEyBkBBY',"{'type': 'Point', 'coordinates': [4.76387302, 52.31032118]}"
b'Mon Dec 18 15:11:06 +0000 2017',9.42774E+17,325548512,b'Ana\xc3\xafs Cortez-Reina',b'@merelymoeke @SnarfxFrans Klopt zelfs meerdere dacht ik en dat zaadbedrijf.',"{'type': 'Point', 'coordinates': [4.91833, 52.39111]}"
b'Mon Dec 18 15:11:38 +0000 2017',9.42774E+17,14856715,b'Brendan',b'#portrait of an #athlete \xf0\x9f\x9a\xb4 #yvonnedejong\n.\n#portraits #portraits_ig  #portraiture #makeportraits\xe2\x80\xa6 https://t.co/8Y8mys5eJH',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:12:36 +0000 2017',9.42775E+17,104659738,b'Bob Maas',b'Vandaag is het precies 70 jaar geleden dat de Fokker S-11 haar eerste testvluchten maakte. Dit\xe2\x80\xa6 https://t.co/Ll4saHGc8k',"{'type': 'Point', 'coordinates': [5.22555556, 52.37583333]}"
b'Mon Dec 18 15:12:55 +0000 2017',9.42775E+17,55792084,b'Lucy Gee Morgan',b'I spy with my little eye.. oh another sandwich. Many a sandwich. Sandwiches all over this train.\xe2\x80\xa6 https://t.co/yIl0a7m1tM',"{'type': 'Point', 'coordinates': [4.89144534, 52.37297981]}"
b'Mon Dec 18 15:12:59 +0000 2017',9.42775E+17,250661106,b'GarageStore.nl',b'De #Foodtruck \xc3\xa9\xc3\xa9n van onze meest favo  #voertuigen. Wat is er nu lekkerder dan onder het genot van een hap en drank\xe2\x80\xa6 https://t.co/K1Tt4Ilpps',"{'type': 'Point', 'coordinates': [4.611793, 52.467293]}"
b'Mon Dec 18 15:13:33 +0000 2017',9.42775E+17,163532135,b'Ben Osmond',b'Mulled wine #iceamsterdam @ Ice Amsterdam https://t.co/WKAN2uZRoX',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:13:39 +0000 2017',9.42775E+17,16401117,b'Joost',b'@AbdeluhebChoho @d66amsterdam @Ymere @BNGBank @iederzon Fijn. Dan gaat meteen de WOZ en daarmee de erfpacht omhoog.\xe2\x80\xa6 https://t.co/ej3jytojDr',"{'type': 'Point', 'coordinates': [4.76227464, 52.3078348]}"
b'Mon Dec 18 15:14:04 +0000 2017',9.42775E+17,3298007111,b'Amber Selby Brown',b'My coffee cup is cuter than yours \xf0\x9f\x8c\xb5 @ Amsterdam-Noord https://t.co/q2cL1uYqTS',"{'type': 'Point', 'coordinates': [4.605844, 52.46765]}"
b'Mon Dec 18 15:14:33 +0000 2017',9.42775E+17,2335425247,"b""Aron 'Comett'""",b'#kerstmishetniet #win https://t.co/KjbzULh0T3',"{'type': 'Point', 'coordinates': [4.83003, 52.34081]}"
b'Mon Dec 18 15:14:37 +0000 2017',9.42775E+17,7.94641E+17,b'\xd0\xaf\xd1\x80\xd0\xbe\xd1\x81\xd0\xbb\xd0\xb0\xd0\xb2 \xd0\x9a\xd0\xbe\xd1\x80\xd1\x88\xd0\xb0\xd0\xba',b'\xd0\x90 \xd1\x8f\xd0\xba\xd0\xb8\xd0\xb9 % \xd0\xb2\xd0\xba\xd0\xb0\xd0\xb7\xd1\x83\xd1\x94 \xd1\x80\xd0\xbe\xd1\x81\xd1\x96\xd0\xb9\xd1\x81\xd1\x8c\xd0\xba\xd1\x83 \xd1\x8f\xd0\xba \xd0\xbf\xd1\x80\xd0\xb8\xd0\xb9\xd0\xbd\xd1\x8f\xd1\x82\xd0\xbd\xd1\x83 \xd0\xb7\xd0\xb0\xd0\xbc\xd1\x96\xd0\xbd\xd1\x83?',"{'type': 'Point', 'coordinates': [4.876156, 52.372342]}"
b'Mon Dec 18 15:14:51 +0000 2017',9.42775E+17,1166383453,b'Trendinalia NL',"b""Trend Alert: 'Jonghyun'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/dHf5MGJLbz""","{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:14:58 +0000 2017',9.42775E+17,54214657,b'Richard Steenvoorden',b'@BasBelderMEP Nu al islamofoob.',"{'type': 'Point', 'coordinates': [4.8922, 52.3731]}"
b'Mon Dec 18 15:15:19 +0000 2017',9.42775E+17,1071308731,b'Marieke',"b'@ErnaBerends Dag mevrouw, ik word sociaal ge\xc3\xafsoleerd op dit moment. Kunt u voor mij uitzoeken hoe de VvE-vz in mijn complex heet?'","{'type': 'Point', 'coordinates': [4.88969, 52.37403]}"
b'Mon Dec 18 15:15:23 +0000 2017',9.42775E+17,15413672,b'Martha McDevitt-Pugh',b'Passionate plea to save access to healthcare at risk in #GOPTaxScam https://t.co/oTSDZJ8uu2',"{'type': 'Point', 'coordinates': [4.815239, 52.311659]}"
b'Mon Dec 18 15:16:08 +0000 2017',9.42775E+17,220748696,b'Doortje',b'Ik zeg bieden maar!! https://t.co/LzGG1pVym0',"{'type': 'Point', 'coordinates': [4.8995, 52.3824]}"
b'Mon Dec 18 15:16:12 +0000 2017',9.42776E+17,7.94641E+17,b'\xd0\xaf\xd1\x80\xd0\xbe\xd1\x81\xd0\xbb\xd0\xb0\xd0\xb2 \xd0\x9a\xd0\xbe\xd1\x80\xd1\x88\xd0\xb0\xd0\xba',b'\xd0\x86 \xd1\x8f\xd0\xba \xd1\x86\xd1\x96 % \xd0\xb1\xd0\xb5\xd1\x80\xd1\x83\xd1\x82\xd1\x8c\xd1\x81\xd1\x8f \xd0\xb4\xd0\xbe \xd1\x83\xd0\xb2\xd0\xb0\xd0\xb3\xd0\xb8 \xd1\x83 \xd1\x80\xd1\x96\xd1\x88\xd0\xb5\xd0\xbd\xd0\xbd\xd1\x8f\xd1\x85 \xd1\x89\xd0\xbe\xd0\xb4\xd0\xbe \xd1\x96\xd0\xbd\xd0\xb2\xd0\xb5\xd1\x81\xd1\x82\xd0\xb8\xd1\x86\xd1\x96\xd0\xb9 \xd1\x83 \xd0\xbb\xd0\xbe\xd0\xba\xd0\xb0\xd0\xbb\xd1\x96\xd0\xb7\xd0\xb0\xd1\x86\xd1\x96\xd1\x8e (\xd0\xba\xd0\xbe\xd0\xbc\xd0\xbf\xd0\xb0\xd0\xbd\xd1\x96\xd1\x8f\xd0\xbc\xd0\xb8)?',"{'type': 'Point', 'coordinates': [5.2189751, 52.37183304]}"
b'Mon Dec 18 15:16:27 +0000 2017',9.42776E+17,121493492,b'DANNYonPC',b'@hleagueofficial @Battlefield nice @MrProWestie thumbnail',"{'type': 'Point', 'coordinates': [4.88969, 52.37403]}"
b'Mon Dec 18 15:16:31 +0000 2017',9.42776E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x9f\xd0\xbe\xd1\x81\xd0\xbc\xd0\xbe\xd1\x82\xd1\x80\xd0\xb8\xd1\x82\xd0\xb5 \xd1\x81\xd0\xb2\xd0\xb5\xd0\xb6\xd0\xb8\xd0\xb9 \xd1\x85\xd1\x83\xd0\xb9 https://t.co/E0MDQ52nfG',"{'type': 'Point', 'coordinates': [4.815239, 52.311659]}"
b'Mon Dec 18 15:16:34 +0000 2017',9.42776E+17,7.94231E+17,b'KBL Amsterdam',b'Welcome to Amsterdam louiseblair @ Het Vondelpark https://t.co/RBfhHYgVn3',"{'type': 'Point', 'coordinates': [4.66648, 52.39319]}"
