date,tweetid,userid,username,text
b'Mon Dec 18 09:21:45 +0000 2017',9.43E+17,316627269,b'matt ashenden',b'@StarmanAFC One of the most one sided displays in a long time.....now bring on tbe big boys.....dom ingle deserves\xe2\x80\xa6 https://t.co/CBJsB11fx0'
b'Mon Dec 18 09:21:48 +0000 2017',9.43E+17,735460399,b'Gr\xc3\xa1inne McGinley',b'@Mal_H_Christ Guardian Christmas!!'
b'Mon Dec 18 09:21:49 +0000 2017',9.43E+17,1916278094,b'nileyamber',b'You have changed alot but not me.'
b'Mon Dec 18 09:21:54 +0000 2017',9.43E+17,3121859223,b'\xc3\x85J',b'Am ready to wake up on Christmas just as cunted as I was the night before \xe2\x9b\x84\xef\xb8\x8f'
b'Mon Dec 18 09:21:55 +0000 2017',9.43E+17,8.22E+17,b'Kingston Momentum',b'Festive fun with some 2018 council candidates \xf0\x9f\x91\x87\xf0\x9f\x8f\xbc https://t.co/v4HgEwBdGs'
b'Mon Dec 18 09:22:04 +0000 2017',9.43E+17,30697978,b'farah christmas',"b'I am so out of touch, when it said \xe2\x80\x98look under mckinley\xe2\x80\x99 I was deadass looking for Stephen Ashfield like John Travo\xe2\x80\xa6 https://t.co/DcR5MAHlK2'"
b'Mon Dec 18 09:22:08 +0000 2017',9.43E+17,2674895294,b'CitizensAlert \xf0\x9f\x87\xb3\xf0\x9f\x87\xac',b'The same method they used to increase the price from 87 to 143 naira per litter and Nig said nothing and Buhari apo\xe2\x80\xa6 https://t.co/Hx9nrHCEgg'
b'Mon Dec 18 09:22:12 +0000 2017',9.43E+17,424590567,b'Alessandro Giudici',"b""@MarcoCantamessa D'altra parte, non e' che il panorama startup italiano sia particolarmente incoraggiante rispetto\xe2\x80\xa6 https://t.co/Jl2zDZAeFH"""
b'Mon Dec 18 09:22:14 +0000 2017',9.43E+17,873544812,b'DOG MODA',b'Getting into a Christmas spirit and our\xf0\x9f\x8e\x84 tree is now up and decorated \xf0\x9f\x98\x81 Wishing everyone a very\xe2\x80\xa6 https://t.co/pdtn2t6TpM'
b'Mon Dec 18 09:22:14 +0000 2017',9.43E+17,150219881,b'\xe2\x80\xa2 e r i c a \xe2\x80\xa2',"b""Not to diminish the feelings of anyone who genuinely has, but.. \n\nI feel like I've been hit by a bus."""
b'Mon Dec 18 09:22:17 +0000 2017',9.43E+17,329284205,b'special k\xf0\x9f\x8d\x93',b'Tube drive \xe2\x80\x98someone grab those people with the suitcases and tell them to get on the train\xe2\x80\x99 savage'
b'Mon Dec 18 09:22:17 +0000 2017',9.43E+17,2965949931,b'Yvonne Cohen',b'@Lord_Sugar And QUITE SUPPRISED that you took the sweet way as the goverment  cutting down on SUGAR as obese in chi\xe2\x80\xa6 https://t.co/Ja79HvBKon'
b'Mon Dec 18 09:22:19 +0000 2017',9.43E+17,21410073,b'Polona Dol\xc5\xbean',b'Last few days at work https://t.co/SUQhfQ54nb'
b'Mon Dec 18 09:22:20 +0000 2017',9.43E+17,67305511,b'Vincent De Mello',"b""It's being covered by the BBC and you raised it earlier @stevebrookstein https://t.co/DKmCDjg13r"""
b'Mon Dec 18 09:22:22 +0000 2017',9.43E+17,184508173,b'Simon',b'Twiddly moustachioed gentleman on the tube reading a heritage cookery book and intently studying the page on \xe2\x80\x9cRoast Swan\xe2\x80\x9d.'
b'Mon Dec 18 09:22:24 +0000 2017',9.43E+17,593604107,b'Nanker Phelge',b'@jfcfc2107 As it happens I just opened it and was on the way to do the same. Glad Calum doesn\xe2\x80\x99t wear kits any more.'
b'Mon Dec 18 09:22:28 +0000 2017',9.43E+17,53917627,b'Peter',b'@DJNSussex My only crime is going too easy on you'
b'Mon Dec 18 09:22:29 +0000 2017',9.43E+17,304639312,b'HARRY KANE!',b'@BoboLDN \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/QgTjdPF8Mh'
b'Mon Dec 18 09:22:30 +0000 2017',9.43E+17,82847019,b'The Ransom Note',b'Soulwax. Roundhouse. Saturday. Immenseness. #soulwax #roundhouse soulwaxofficial @roundhouseldn\xe2\x80\xa6 https://t.co/RJgqJ8uLuO'
b'Mon Dec 18 09:22:31 +0000 2017',9.43E+17,102611523,"b""Paddy O'Connell""",b'She crossed the Atlantic on the deck of a steamer in case of torpedo.  From BP she hitched to London atop the tarpa\xe2\x80\xa6 https://t.co/XnF1peRvYR'
b'Mon Dec 18 09:22:33 +0000 2017',9.43E+17,8.83E+17,b'Hawk Hawkins',b'@blk_tray I\xe2\x80\x99m taking big Kelly in a fight against LaVar Ball.  \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
b'Mon Dec 18 09:22:35 +0000 2017',9.43E+17,9.04E+17,b'John \xf0\x9f\x8c\x9f \xf0\x9f\x87\xac\xf0\x9f\x87\xa7',"b'@Martin_Wickham No, just the board of selectors'"
b'Mon Dec 18 09:22:36 +0000 2017',9.43E+17,3396966136,b'Mrs Hallahan',b'@eltvasconcelos @English_MrsC They\xe2\x80\x99re happy with the manual manipulation so waiting until X-ray on Friday to see if\xe2\x80\xa6 https://t.co/PnukbXPnte'
b'Mon Dec 18 09:22:36 +0000 2017',9.43E+17,2754854787,b'Dan Cortez',b'@lindsaylohan we are married @ Chiltern Firehouse https://t.co/bfohMF0dgz'
b'Mon Dec 18 09:22:37 +0000 2017',9.43E+17,262296200,b'Three Peace',"b""@lottelydia I don't think it's anything to do with having kids..."""
b'Mon Dec 18 09:22:39 +0000 2017',9.43E+17,730870262,b'MAMIL Reviews',b'New @ScienceinSport gels in stock @wigglebikeshop #cycling #nutrition #nutritional #fitness #cycling #cyclist\xe2\x80\xa6 https://t.co/kEqPBeRqh3'
b'Mon Dec 18 09:22:39 +0000 2017',9.43E+17,19389623,b'Robin Blamires',"b'Listening to @kerryjeanlister\xe2\x80\x99s tunes of 2017 on Mixcloud. Save for a couple of tracks on there, I also thought Thu\xe2\x80\xa6 https://t.co/MgtgP7Hybg'"
b'Mon Dec 18 09:22:43 +0000 2017',9.43E+17,4765348675,b'Ilyas Nagdee',b'Cute messages reminding you how exhausted you are https://t.co/VaYOkoin6n'
b'Mon Dec 18 09:22:48 +0000 2017',9.43E+17,9.02E+17,b'Mike Arnold',b'I feel good today...it\xe2\x80\x99s been a really rough month but I feel this is the turning point...have a good day everyone! \xe2\x9d\xa4\xef\xb8\x8f'
b'Mon Dec 18 09:22:49 +0000 2017',9.43E+17,107649090,b'TMJ-LON IT Adm. Jobs',"b'Join the Wells Fargo team! See our latest #job opening here: https://t.co/JE9keDZJM3 #IT #London, England #Hiring #CareerArc'"
b'Mon Dec 18 09:22:52 +0000 2017',9.43E+17,35183530,b'Juicy\xf0\x9f\x87\xac\xf0\x9f\x87\xa7Jenny',b'Do you like my large natural tits? Plenty more to see at https://t.co/mdWU5hYERs https://t.co/6u1pvsPva7'
b'Mon Dec 18 09:22:52 +0000 2017',9.43E+17,353723155,b'PlayThatCountryMusic',"b""We're less than 30 away from our target of 500 members in 2017 - can you help us get there? Sign up here:\xe2\x80\xa6 https://t.co/SXCEiADJx3"""
b'Mon Dec 18 09:22:55 +0000 2017',9.43E+17,21283662,b'CV Screen',"b""@uorconsultancy @uorconsultancy we've retweeted for you. If you struggle to find candidates through your own channe\xe2\x80\xa6 https://t.co/0Doz7We6A6"""
b'Mon Dec 18 09:22:57 +0000 2017',9.43E+17,2715932967,b'Jay',b'2018 is going to be mad'
b'Mon Dec 18 09:23:04 +0000 2017',9.43E+17,107276154,b'Bek',"b""It's been a good year for gin!\nhttps://t.co/sXpVrTSIqR"""
b'Mon Dec 18 09:23:04 +0000 2017',9.43E+17,24153626,b'DRMCNT/Acidliner',b'U know them days when u late for work and just as your running out the door....you shit yourself!...yeah them ones!'
b'Mon Dec 18 09:23:04 +0000 2017',9.43E+17,338327157,b'Liam Clements',"b'How can I not have a smile at work with this little fella smiling back at me! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f @ City,\xe2\x80\xa6 https://t.co/LsrsVUtShB'"
b'Mon Dec 18 09:23:05 +0000 2017',9.43E+17,4871514003,b'Sport4Brands',b'Sport doesn\xe2\x80\x99t differ from other #marketing platforms. It\xe2\x80\x99s the way how you use it that makes you stand out from the\xe2\x80\xa6 https://t.co/gHd2vDAD0T'
b'Mon Dec 18 09:23:07 +0000 2017',9.43E+17,23302187,b'Niruna S',b'#whsg @ Pergola Paddington Central https://t.co/eSwgpmnXcf'
b'Mon Dec 18 09:23:11 +0000 2017',9.43E+17,171531572,b'RiRi',b'Pamper day today before the the mad week begins \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x92\x85\xf0\x9f\x8f\xbc\xf0\x9f\x92\x8b\xf0\x9f\x92\x84'
b'Mon Dec 18 09:23:12 +0000 2017',9.43E+17,1248473677,b'Lipstick & Trainers',b'Help me run #LDN! Raising money for @macmillancancer in memory of Aaron \xf0\x9f\x92\x9a https://t.co/6LvyhTrQ4G \xf0\x9f\x92\x9a @LondonMarathon @LondonMacmillan'
b'Mon Dec 18 09:23:14 +0000 2017',9.43E+17,168855626,b'Alison Clay-Duboff',b'frenchwhitehome #thoughtofyou @ Heathrow Terminal 5 https://t.co/JyBRMPn5vh'
b'Mon Dec 18 09:23:13 +0000 2017',9.43E+17,714852330,b'sultana alajmi',"b'A leader is one who knows the way, goes the way, and shows the way. \xf0\x9f\x98\x8a\n\n#MondayMotivation \n#MondayMorning https://t.co/W1CYsAY77T'"
b'Mon Dec 18 09:23:15 +0000 2017',9.43E+17,26129415,b'Del Boy',b'@SkySports @WaynePetty2 #westham really sky?.... how has that game been selected over a London Derby Quarter Final\xe2\x80\xa6 https://t.co/PIVOSvICWm'
b'Mon Dec 18 09:23:16 +0000 2017',9.43E+17,22540284,b'Tom Halls',b'Lots of work behind the scenes over a good few months to make this happen. @cArnCS has been a pleasure to work with\xe2\x80\xa6 https://t.co/ZhCP1WDJoC'
b'Mon Dec 18 09:23:16 +0000 2017',9.43E+17,1924489560,b'Andrew Moody',"b""CHAPTER 6: MAD SOUNDS https://t.co/etCY0wdxH4 Finished chap 5 yet? Well here's chap 6! @paleontrollogy #SmokingIsCool"""
b'Mon Dec 18 09:23:16 +0000 2017',9.43E+17,296395485,b'Saff Flynn',b'Palaye Royale @palayeroyale acoustic show before their first UK headline show at Camden Assembly\xe2\x80\xa6 https://t.co/W3JO5V8QPb'
b'Mon Dec 18 09:23:17 +0000 2017',9.43E+17,71288705,b'Sandy Burnett',b'Beautiful carols from a Sally Army band right now - really first class brass playing'
b'Mon Dec 18 09:23:18 +0000 2017',9.43E+17,2848563069,b'Stewart Fotheringham',b'Awful news coming from #CameronHouse this morning!! Hope everyone is ok!'
b'Mon Dec 18 09:23:20 +0000 2017',9.43E+17,1000382738,b'Jo\xd1\x8fg \xe3\x80\xbd\xef\xb8\x8f',b'red bull is like crack'
b'Mon Dec 18 09:23:22 +0000 2017',9.43E+17,415687720,b'Josh Green',"b'Home stretch! We\xe2\x80\x99re 75% funded and really need your help to get us over the line. In graph form,\xe2\x80\xa6 https://t.co/lcVeWGcTRs'"
b'Mon Dec 18 09:23:23 +0000 2017',9.43E+17,17865252,b'Dom Joly',"b'si vous \xc3\xaates si innocent, expliquez-moi la ""co\xc3\xafncidence"" que vous me contactez apr\xc3\xa8s 17 ans pour sugg\xc3\xa9rer une colla\xe2\x80\xa6 https://t.co/NF1vO5KldP'"
b'Mon Dec 18 09:23:27 +0000 2017',9.43E+17,54663893,b'Chris King',b'Safe to say that the new Star Wars film was unreal'
b'Mon Dec 18 09:23:28 +0000 2017',9.43E+17,8.32E+17,b'Dogs On The Streets',b'Would like to also thank @THEJamesWhale who had me on @talkRADIO live yesterday from our launch &amp; dog station! Was\xe2\x80\xa6 https://t.co/DgKfHostvc'
b'Mon Dec 18 09:23:38 +0000 2017',9.43E+17,2776054671,b'PAPpernator',b'When you log on to PS4 for the first time in ages and claim all your free shit. \n\nThanks https://t.co/ySBHxF1qsc'
b'Mon Dec 18 09:23:41 +0000 2017',9.43E+17,53917627,b'Peter',b'@DJNSussex I don\xe2\x80\x99t want to drive you further into alcoholism as you\xe2\x80\x99re already too far down the spiral'
b'Mon Dec 18 09:23:41 +0000 2017',9.43E+17,363296997,b'Nora Crabtree',"b'So got this text message on my phone...should I reply? #strangetexts @ London, United Kingdom https://t.co/FA6BJRliyp'"
b'Mon Dec 18 09:23:44 +0000 2017',9.43E+17,193448365,b'Lady V',"b""@downsman91 Bless you ! Thank you that's so kind.\nWhat are you up to over Christmas ?"""
b'Mon Dec 18 09:23:45 +0000 2017',9.43E+17,198568404,b'WIZE',b'i may not be huge and shit but you can definitely be sure my music is appreciated worldwide b \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
b'Mon Dec 18 09:23:49 +0000 2017',9.43E+17,60935211,b'Amer Khan',b'@boxnationtv @bjsaunders_ #wboking #andstill https://t.co/OUtxQ49B6m'
b'Mon Dec 18 09:23:50 +0000 2017',9.43E+17,117093537,b'Dipesh Shah',"b""I'm at Reprise Media in London https://t.co/TfDGc7guP7"""
b'Mon Dec 18 09:23:53 +0000 2017',9.43E+17,7.18E+17,b'Professor Harris',"b'Stop shopping now!, Alchemista Coffee Potions, St Gregory\xe2\x80\x99s Alley, Norwich have a buy one get one free coffee offer\xe2\x80\xa6 https://t.co/eVZt8u0Ib8'"
b'Mon Dec 18 09:23:54 +0000 2017',9.43E+17,1082368752,b'Jack Williams',"b'Crying because you paid \xc2\xa340,000,000 for someone who\xe2\x80\x99s put in one good performance in 4 months and it was against Bo\xe2\x80\xa6 https://t.co/wffD7drE7h'"
b'Mon Dec 18 09:23:56 +0000 2017',9.43E+17,477498522,b'Joshua K. Jackson',b'@LetsExploreMag Thank you! \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
b'Mon Dec 18 09:23:57 +0000 2017',9.43E+17,59440137,b'Scott Reid',b'Now it\xe2\x80\x99s Christmas. https://t.co/AbzIG9rpwR'
b'Mon Dec 18 09:23:58 +0000 2017',9.43E+17,27650213,b'Jenna Nicholls',"b""I'm so excited that Christmas is a week today! We've been blaring festive music all month and\xe2\x80\xa6 https://t.co/oYEvINq289"""
b'Mon Dec 18 09:23:58 +0000 2017',9.43E+17,3544737862,b'June Wang',b'Life is just a Moment.....\nLIVE IT. \nLOVE IT. \nENJOY IT. \xf0\x9f\x99\x8f https://t.co/fJD2TnWdaZ'
b'Mon Dec 18 09:24:00 +0000 2017',9.43E+17,2754854787,b'Dan Cortez',b'@lindsaylohan living loud nights \n\n@parishilton this is Berlin @ Chiltern Firehouse https://t.co/KVmC6AGrTJ'
b'Mon Dec 18 09:24:01 +0000 2017',9.43E+17,172808146,b'Shane',b'From what I can work out the whole @RoyalMail \xe2\x80\x98signed for\xe2\x80\x99 is a con. In the event of misplacing your receipt they h\xe2\x80\xa6 https://t.co/dqCpJksbAt'
b'Mon Dec 18 09:24:03 +0000 2017',9.43E+17,20802921,b'Canterbury\xf0\x9f\x8f\x89',"b'@beedles Hi, Elizabeth, please contact our Customer Service Team on customerservices@canterbury.com who will be able to help you\nTeam CCC'"
b'Mon Dec 18 09:24:03 +0000 2017',9.43E+17,631006710,b'Vangelis Polydorou',"b""Can't wait for @Wearebrando to release The Moth and The Light Bulb, I've heard it all and it's amazing! https://t.co/tu9DDIhQmU"""
b'Mon Dec 18 09:24:03 +0000 2017',9.43E+17,3438859994,b'Raden Putra',b'#oxfordvibes https://t.co/Dq98ZBtWcO'
b'Mon Dec 18 09:24:05 +0000 2017',9.43E+17,303718541,b'Sue Ann',b'@alexandramusic u were the best \xe2\x9d\xa4\xef\xb8\x8f https://t.co/9EhpRuE3pQ'
b'Mon Dec 18 09:24:01 +0000 2017',9.43E+17,173130607,b'Ben Hooke',b'Were we now? https://t.co/Vthigeqikq'
b'Mon Dec 18 09:24:08 +0000 2017',9.43E+17,17865252,b'Dom Joly',b'@nqtv  https://t.co/TRWMauzV4t'
b'Mon Dec 18 09:24:13 +0000 2017',9.43E+17,21437166,b'Phil Brandy Butter',b'@mia79gbr Ha ha ha \xf0\x9f\x98\x82 talking of ass..... How is your cake saving going on? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
b'Mon Dec 18 09:24:15 +0000 2017',9.43E+17,20302510,b'Mr Natwarlal',b'@sagarikaghose @narendramodi Subh ke earthquake se dimag thikane aaya ?'
b'Mon Dec 18 09:24:17 +0000 2017',9.43E+17,159758433,b'Temitope Olowu',b'@barnshaw007 Cool will call when on break'
b'Mon Dec 18 09:24:18 +0000 2017',9.43E+17,296395485,b'Saff Flynn',b'Palaye Royale @palayeroyale acoustic show before their first UK headline show at Camden Assembly\xe2\x80\xa6 https://t.co/LOldfRDZlT'
b'Mon Dec 18 09:24:18 +0000 2017',9.43E+17,182929973,b'Mr Invincible',"b""That's a dickhead ting and he should've fucked up his boy https://t.co/dFLnQ0crtB"""
b'Mon Dec 18 09:24:25 +0000 2017',9.43E+17,59440137,b'Scott Reid',b'This is just asking for the inevitable. https://t.co/lHd3huROHD'
b'Mon Dec 18 09:24:26 +0000 2017',9.43E+17,2357742690,b'Maggie Jones \xf0\x9f\x8c\x88\xf0\x9f\x87\xaa\xf0\x9f\x87\xba',b'@SkyOceanRescue I no longer shop at my local little @waitrose because they wrap all the fruit &amp; veg in plastic. Ins\xe2\x80\xa6 https://t.co/FPVR33asic'
b'Mon Dec 18 09:24:26 +0000 2017',9.43E+17,316385442,b'theveindoc',b'@DrJohnCosgrove I tried to be reasonable about it and the wrath of Twitter descended upon  me. I suspect many don\xe2\x80\x99t\xe2\x80\xa6 https://t.co/XO889Dp4rx'
b'Mon Dec 18 09:24:27 +0000 2017',9.43E+17,184187726,b'White Mambo',b'@markhyson I slept....'
b'Mon Dec 18 09:24:29 +0000 2017',9.43E+17,8.47E+17,b'Prutha Patel',b'Attending the UK Membrane Conference 2017 at UCL today. Looking forward to some very interesting talks #phd #conference @UCLBrainScience'
b'Mon Dec 18 09:24:31 +0000 2017',9.43E+17,2874392571,b'St Jude-on-the-Hill',b'Carols @stjudeonthehill @choirofstjudes #JoyToTheWorld #christtwithus https://t.co/zGjRnsCFKk'
b'Mon Dec 18 09:24:32 +0000 2017',9.43E+17,2363887313,b'BoozeyFluzey',b'@mac49mac @TheHumaneLeague No! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
b'Mon Dec 18 09:24:32 +0000 2017',9.43E+17,1681625665,b'IMAD ALSALIHI',b'@nargisameer966 \xd8\xaa\xd8\xb3\xd9\x84\xd9\x85\xd9\x8a\xd9\x86 \xd9\x85\xd9\x86 \xd8\xb0\xd9\x88\xd9\x82\xd9\x83 \xd8\xa7\xd9\x84\xd8\xac\xd9\x85\xd9\x8a\xd9\x84 \n\xd8\xb1\xd8\xa8\xd9\x8a \xd9\x8a\xd8\xad\xd9\x81\xd8\xb8\xd9\x83\xd9\x85 .'
b'Mon Dec 18 09:24:34 +0000 2017',9.43E+17,1608111384,b'Mr kolola',b'Well done @CricketAus \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb #ashes2017 https://t.co/j01OCZuQJQ'
b'Mon Dec 18 09:24:37 +0000 2017',9.43E+17,146033096,b'BrakeAway Bike Tours',"b""Its the countdown to #Christmas. If you're looking to give something a little different this\xe2\x80\xa6 https://t.co/sLKTBVZLnI"""
b'Mon Dec 18 09:24:38 +0000 2017',9.43E+17,14685741,b'Henrietta Knight \xf0\x9f\x8c\xbb',b'@drinkdevil40 @mansellmum @Janeopot @Adrienne65 @capiegirl @owlbird How many Christmas jumpers do you have? Oh lordy.'
b'Mon Dec 18 09:24:42 +0000 2017',9.43E+17,23783657,b'Barnet & Southgate',b'\xf0\x9f\x8e\x84\xf0\x9f\x92\x83\xf0\x9f\x95\xba\xf0\x9f\x8f\xbb# \nCelebrating the end of term over at the Wells Centre in good spirits by raising money for\xe2\x80\xa6 https://t.co/OLAkxCKIFL'
b'Mon Dec 18 09:24:43 +0000 2017',9.43E+17,56382058,b'Martin Gilbraith',"b'@1AlfredoZamudio @fylkesmannenopp @Lhmrkommune @Forsvarsdep @NorwayUN @UNECOSOC @wef @eu_echo @OSCE @TJagland Yes inded, I think there is...'"
b'Mon Dec 18 09:24:45 +0000 2017',9.43E+17,8.85E+17,b'Savana Rae',b'How are you liking this look?\n\nPrimer- Smooth Miracle Primer maxfactor\nFoundation- Facefinity\xe2\x80\xa6 https://t.co/OW6BCpBYm1'
b'Mon Dec 18 09:24:45 +0000 2017',9.43E+17,36034863,b'Alice Castle',"b'Thanks to the lovely @IsabellaMayBks for having me today on her blog, chatting about murder, mayhem and yummy mummi\xe2\x80\xa6 https://t.co/cbpQzdnRLl'"
b'Mon Dec 18 09:24:48 +0000 2017',9.43E+17,30697978,b'farah christmas',"b'Omg I am so out of touch, when it said \xe2\x80\x98look under mckinley\xe2\x80\x99 I deadass was looking for Stephen Ashfield like johntr\xe2\x80\xa6 https://t.co/4aHXdX7H1X'"
b'Mon Dec 18 09:24:48 +0000 2017',9.43E+17,403316973,b'Gaby Franklin',b'UK gov uses poker analogy of showing their hand with ref to #brexit.They really are flippantly gambling with future of UK!#stopbrexit'
b'Mon Dec 18 09:24:54 +0000 2017',9.43E+17,3259707021,b'Helen Calder',b'Christmas Eve Feast!!!! https://t.co/J3JsmLbsVx'
b'Mon Dec 18 09:24:55 +0000 2017',9.43E+17,69785076,b'Georgi Neichev',"b'@nixanbal @Citymapper \xd0\xb3\xd0\xbe \xd0\xbf\xd1\x80\xd0\xb5\xd0\xb4\xd0\xbb\xd0\xb0\xd0\xb3\xd0\xb0 \xd0\xbe\xd1\x82 \xd0\xb4\xd0\xbe\xd1\x81\xd1\x82\xd0\xb0 \xd0\xb2\xd1\x80\xd0\xb5\xd0\xbc\xd0\xb5, \xd0\xbd\xd0\xbe \xd0\xbd\xd0\xb5\xd0\xb7\xd0\xbd\xd0\xb0\xd0\xbc \xd0\xb4\xd0\xb0\xd0\xbb\xd0\xb8   \xd0\xbf\xd1\x80\xd0\xb5\xd0\xb4\xd0\xbb\xd0\xb0\xd0\xb3\xd0\xb0\xd1\x82 \xd1\x83\xd1\x81\xd0\xbb\xd1\x83\xd0\xb3\xd0\xb8\xd1\x82\xd0\xb5 \xd1\x81\xd0\xb8 \xd0\xb2 \xd0\xa1\xd0\xbe\xd1\x84\xd0\xb8\xd1\x8f :)'"
b'Mon Dec 18 09:24:55 +0000 2017',9.43E+17,645503,b'Sam Bowman \xf0\x9f\x8c\x90',b'Former UKIP MEP here. https://t.co/qiT7zAkfM1'
b'Mon Dec 18 09:24:56 +0000 2017',9.43E+17,3294067299,b'Classified Freaks',"b""Who's getting chased now?\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nFind out in our new episode\xf0\x9f\x98\x8e\xf0\x9f\x8e\xac\xf0\x9f\x93\xbd\n#ClassifiedFreaks #Superheroes #webseries https://t.co/0pTbi18Lqu"""
b'Mon Dec 18 09:25:00 +0000 2017',9.43E+17,107390621,b'Lewis Malka',b'Now this is a push present \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x92\x99 sapphire and diamond eternity ring. Made with love on the\xe2\x80\xa6 https://t.co/1SVb9SlPHv'
b'Mon Dec 18 09:25:01 +0000 2017',9.43E+17,203651833,b'RLC_',b'@Wowcher_Support ordered on the 6th dec- nothing has been processed. What is going on???'
b'Mon Dec 18 09:25:01 +0000 2017',9.43E+17,100821858,b'Jacqueline',b'still my jam @WSTRNmusic x @brysontiller \xf0\x9f\x8e\x88 https://t.co/TvT9HpYqTJ'
b'Mon Dec 18 09:25:07 +0000 2017',9.43E+17,3797041335,b'Sofia Loporcaro \xf0\x9f\x8e\x84\xf0\x9f\x8e\x85\xf0\x9f\x95\xaf\xef\xb8\x8f\xe2\x9d\x84\xef\xb8\x8f\xe2\x98\x83\xef\xb8\x8f',b'Some videographers need to cool it with the lense flares'
b'Mon Dec 18 09:25:11 +0000 2017',9.43E+17,4646529615,b'\xe2\x9a\xa1MOLAY LIFE\xe2\x9a\xa1',b'It all makes sense'
b'Mon Dec 18 09:25:11 +0000 2017',9.43E+17,9.10E+17,b'\xf0\x9f\x92\x8b MISS KASSH \xf0\x9f\x92\x8b',b'Gym members ship needs renewing \xc2\xa378 pcm whose funding this bill! @cashpointmeets @RT4FD @RT_Pup @maxgeorge100\xe2\x80\xa6 https://t.co/ktUJmI2v9R'
b'Mon Dec 18 09:25:17 +0000 2017',9.43E+17,31406512,b'Mark Moss',"b'If you think that England cricket team performance down under was bad, just wait until the footballers get started in Russia next summer...'"
b'Mon Dec 18 09:25:17 +0000 2017',9.43E+17,266851052,b'Sophie',b'@SophGoll @grantgillard @sexyrazor Men \xf0\x9f\x98\x94'
b'Mon Dec 18 09:25:18 +0000 2017',9.43E+17,3072358012,b'Inbar Koprak',b'Just love this guy \xf0\x9f\x91\x86\xf0\x9f\x92\x96 Amazing projects coming along #x \n. \n. \n. \n. \n. \n. \n. \n. \n. \n. \n\n. \n. \n\n.\xe2\x80\xa6 https://t.co/Uhhv6HLQaR'
b'Mon Dec 18 09:25:24 +0000 2017',9.43E+17,21437166,b'Phil Brandy Butter',b'@BigPhil137 @786_SAW @bfp2030 @_outdoors @rockstar_sport Good work bigPhil! \xf0\x9f\x92\x83\xf0\x9f\x92\x83\xf0\x9f\x92\x83'
b'Mon Dec 18 09:25:24 +0000 2017',9.43E+17,9.13E+17,b'Peter Fullagar',b'Another job rejection \xf0\x9f\x98\xa9 they don\xe2\x80\x99t know what they\xe2\x80\x99re missing. Ah well! Back on to the #virginiawoolf project!\xe2\x80\xa6 https://t.co/SMHO5xKCDl'
b'Mon Dec 18 09:25:26 +0000 2017',9.43E+17,159758433,b'Temitope Olowu',b'@iamMrBoro I will block him las las ni'
b'Mon Dec 18 09:25:26 +0000 2017',9.43E+17,48295470,b'KHABONINA\xe2\x84\xa2',"b'Oh man .... this season so many people are ""Driving Wet"" ... world wide ... even here in the #U.K. ! \nSo let\'s\xe2\x80\xa6 https://t.co/VzMnAULudG'"
b'Mon Dec 18 09:25:27 +0000 2017',9.43E+17,3227795829,b'Rachel Christmas Rabbit\xf0\x9f\x90\x87\xf0\x9f\x8d\xab\xf0\x9f\x8d\xbe',"b'@Marco_P_Shite @purpilmonkee @CraigmckCraig Yeah he really gets involved with his fans on here, his mother in law joked are funny! \xf0\x9f\x98\x82'"
b'Mon Dec 18 09:25:32 +0000 2017',9.43E+17,3012193654,b'Miriam  Mehr-Ayin',"b""@jeremycorbyn @ChangePlease Shame the Govt doesn't take responsibility. Maybe we should pay our taxes to charities!!"""
b'Mon Dec 18 09:25:34 +0000 2017',9.43E+17,25227679,b'\xca\x87pu\xc9\x90l\xc7\x9d\xc7\x9dz u\xc9\x90\xca\x8c u\xc4\xb1\xca\x87\xc9\xb9\xc9\x90\xc9\xaf',"b'Morning everyone! Have a wicked day! (@ Enfield in Enfield, Greater London) https://t.co/V9lCONZ1Uv'"
b'Mon Dec 18 09:25:38 +0000 2017',9.43E+17,9.02E+17,b'Mike Arnold',b'Second this...well said...\xe2\x9d\xa4\xef\xb8\x8f https://t.co/FGkQHmHL6V'
